30000 30000
7062 18286 11077
3576 8165 7468
95 3954 12439
13625 6689 11817
10680 21244 14158
14144 27273 9429
10808 10119 6517
15045 22640 23977
28552 7528 8322
15695 4643 25989
14303 26717 21452
22590 4305 25651
3928 6309 18675
6790 12347 28227
28774 9961 13043
28560 7920 7373
21961 23302 19252
29533 26156 15472
23239 4669 26520
9147 18977 5978
12952 14648 29856
28020 20810 20643
17087 9236 25102
11639 19416 24943
13695 19301 16210
12323 26083 7484
27326 9120 19241
12002 23280 2531
23459 8648 14125
8546 29978 29014
25964 8308 4896
3179 20903 12168
6299 14459 5578
12892 29071 15216
23152 6889 16001
2533 25753 9295
28557 19439 356
13461 13702 21589
19853 20038 29644
1895 24129 12623
18274 18825 10582
15784 21018 9113
20514 15201 16139
15393 3168 9735
4008 24515 13294
21348 3470 5588
22760 15562 14050
23636 9205 27113
18206 7932 6196
24594 5119 29841
28774 24546 12710
4810 20830 8176
28687 24016 28308
9404 581 4030
25930 17621 1983
24955 4140 11421
19883 2104 21265
21017 5265 3452
27102 16984 8612
16707 15784 22454
6809 5468 28058
27183 14149 16373
6280 1418 21280
20567 4243 24572
10538 6334 2508
373 9719 26088
15184 6050 8670
25224 17545 3089
8965 12212 25699
9857 3818 29588
17892 14045 10810
25140 15036 909
7722 9643 20452
21859 12825 4772
20243 9592 18617
29297 69 10421
17184 17856 15190
25360 7484 25445
23636 6978 24515
21987 6608 18035
7525 28573 14568
13686 17892 29654
16362 12685 3532
25794 9034 20899
19941 16238 3386
22783 26506 13588
12711 24750 16170
5385 28103 21187
4846 9501 25614
29833 14819 15819
19111 6413 16956
28670 1538 14025
2676 28274 1722
10519 19380 2306
9998 10213 5511
12822 26549 14453
20525 19009 23205
24220 19780 1951
4648 18949 2458
2817 25620 1268
25254 2429 25393
2249 9214 7842
23147 6885 13591
12959 24506 18529
16591 27287 9015
21869 19048 2305
12787 11443 7897
16275 94 1370
26742 12058 14665
24755 19113 23226
27547 17389 12679
1064 11802 2003
11338 29189 18620
10533 2510 10899
2410 7371 26824
28304 17399 15850
18164 4432 5342
2554 6248 11796
27402 19430 7300
18202 12125 16684
1188 11398 6106
26734 20937 21438
5337 13656 29847
23452 23620 6703
3450 11278 8153
14303 9900 17908
24629 8582 19520
2436 24847 21324
15632 29343 3206
3661 22487 25651
25935 12267 6413
5858 24181 928
9351 22230 18671
4012 21644 1731
6626 13371 27480
20273 2524 4894
23754 15214 21317
13074 9448 22191
16713 6589 12307
28969 14129 8754
2435 27535 2871
9670 22804 3455
27227 17902 14205
17683 2784 24266
26968 13443 6273
7703 26596 25499
13659 18621 16016
18048 19399 14905
26458 6839 10337
24568 7005 8036
12515 9807 26500
10700 12644 22808
18993 16934 18515
17294 7130 27208
5041 4022 12051
25381 17377 9272
25012 9178 14973
7981 15803 6039
16770 9560 15362
5111 29022 5273
5093 26930 15568
19008 29001 2060
23910 9950 8277
7996 8815 8192
7364 29307 28260
10445 8437 10417
25711 10647 3408
6353 8831 735
7229 15013 1673
25217 18406 27850
7514 8287 24184
19978 7459 21398
25452 20233 28628
18539 15996 8838
19137 12054 3691
9770 17894 2431
1559 14765 15646
3764 27421 25195
8734 24581 458
16888 4669 2703
24380 10894 2784
9620 10545 12575
8705 23668 21911
5100 14028 21357
6341 14522 13336
8032 2019 16973
21522 24279 3795
26651 29528 5645
1757 18854 19587
584 28545 9143
20070 18734 17260
2769 24511 25886
16436 24480 7002
21998 10403 8255
22457 13600 11271
5346 26853 20987
19827 20737 21979
12967 3634 24017
6176 15264 28259
2129 6547 21030
3735 26071 1881
29110 20580 21918
15167 18001 12557
10114 17930 5074
16032 25686 13088
5051 15933 13848
18654 19365 1127
14463 9685 15675
1144 3714 15894
23041 239 12874
29728 26308 7524
25934 14192 19474
25715 1599 10810
15245 20088 5565
27420 7508 27425
25289 15588 17752
4346 27772 8954
1001 17833 4750
8761 28817 23256
25213 4462 1246
26750 5356 12557
17 16501 19262
18908 6222 25507
19187 10605 11900
7460 8948 20167
5673 25637 28828
18391 12207 21673
14275 8792 17229
18643 15046 5193
1779 7286 27544
12799 24821 22408
5603 8779 6487
18362 18940 5463
13321 27006 155
15281 7755 14298
24965 21091 8016
18271 836 19741
18068 29913 28176
1795 5313 22753
18132 2035 10061
9540 23790 3454
27567 21325 23101
24908 19511 6837
22712 11545 8122
19142 12590 17899
2626 25944 26429
27230 28041 436
16020 13631 6647
17407 11286 29583
6275 550 4090
8856 2474 26309
7455 29343 2947
9466 20568 29021
8805 15522 6946
8628 17716 13990
14964 14566 17318
21903 12279 3553
3958 13451 24760
25348 16691 26285
17845 16520 14753
8485 800 19099
19678 1615 15254
3906 19116 6881
1857 13902 9428
9964 24708 6339
7646 3838 1884
20504 24894 11318
28319 15604 25564
27451 20785 15733
24587 23551 2858
27318 21713 9456
16891 27148 20116
1766 8138 14032
8677 15846 2253
28727 10151 3848
15918 19706 20188
10343 18091 1355
18138 3196 25950
7928 18718 28397
28989 26341 25328
26126 19663 12514
28628 13283 23805
13020 20289 25649
29945 5817 14568
5525 29588 10139
9005 12463 5085
23873 8009 28984
15179 23461 10172
25121 7551 1845
14356 19910 16288
2565 19866 13716
27069 19989 7051
2640 23791 3955
18830 6401 11354
5444 209 5904
16869 24338 658
18911 22084 26723
17752 20696 24944
22100 10999 8908
19906 2251 23302
1898 21221 3939
8257 24036 23267
27574 23236 9916
25142 7267 18100
13844 29748 7234
7789 26821 21564
10966 7550 29919
18618 9667 923
27085 1978 827
22396 18925 1440
29294 27293 8330
28322 6843 28624
5306 21762 10587
1796 17237 8469
761 24110 25083
21190 4978 3362
15988 2207 4910
28370 6073 9630
23018 2982 26644
25333 11365 3348
4082 20791 24715
12614 10763 4752
12098 20092 29393
29332 29303 5204
14474 13377 607
9169 15622 15813
897 8920 7848
28052 22915 4662
5121 17934 27763
29952 5403 11066
25429 15280 10789
459 2639 27905
15460 4550 29706
19184 13310 22888
9471 29748 4769
23663 12553 12220
28032 3584 25101
9943 10005 20118
15280 11332 16462
134 9676 28355
11331 2328 8428
5580 14933 18430
18104 18115 828
3773 5939 20889
22073 19497 15898
12647 21164 23154
26461 25333 24920
19420 22774 15640
12549 22065 4649
3640 9380 22243
7080 29501 10098
6810 22188 13965
13166 8488 19881
19731 20384 3570
11228 2023 11226
21135 2399 28772
25620 24556 23368
9329 2308 16319
1254 9721 27604
7210 16333 11177
14782 25089 10299
11577 19375 14095
8910 10601 11832
10902 7776 4135
10435 22033 1968
6122 900 5572
19866 6003 17661
15021 29773 20891
18641 14819 12077
27102 29365 24992
9811 23723 5959
20273 13341 12206
12316 18949 27976
4269 12662 29113
3603 28005 22199
15209 9817 1922
13477 13373 16932
17396 10057 25719
27305 3553 12555
13606 28863 20153
20254 10121 14369
23230 18502 15215
21697 24573 2258
26026 2899 1668
12352 29783 14858
315 11950 29327
28282 661 7781
21434 15865 7151
14711 10729 12604
5975 22574 17280
12782 11837 9467
11757 29043 28912
17415 5692 10379
23155 24623 19466
18710 24910 11574
18077 8649 10902
13070 28835 6712
1015 5947 8172
732 20707 9631
22557 8137 2665
12137 10500 25
1231 28754 10205
8656 4499 18516
21822 14419 12403
4449 16078 8416
12388 21100 29288
23393 29562 1433
15848 5657 6077
10793 8291 29302
29899 26765 9278
918 21557 20678
1150 23406 8189
1293 11056 2656
6342 29476 22007
2101 8710 22211
9160 4635 20509
7405 12100 11634
4002 1626 17518
20782 28459 24036
15889 4974 16512
14261 18546 16800
14721 10952 5681
14108 2574 21610
16473 20347 14051
5522 18605 14853
1248 22363 13227
10619 21100 19238
10180 5300 11995
29333 7601 27113
24907 9966 5609
24227 3065 22634
12873 29304 14841
8690 3572 13802
14099 20367 27963
24339 3373 5110
22166 21248 12694
10116 24803 16242
1314 26955 5901
24804 12366 20927
22721 17768 17155
24354 11951 8849
10595 18187 18753
28265 22595 9061
25871 10224 4278
29794 24600 16539
7980 16022 28515
8007 20286 13571
7956 9231 17281
3400 6660 21190
1749 10586 22627
25630 14107 23780
12869 18835 27090
14303 814 8037
13951 25537 5085
5412 23664 14043
2328 27722 3060
627 8314 17571
23547 19616 1289
19134 29459 4906
26481 28838 9510
8154 28119 7805
17840 9098 4181
10311 8202 21195
21878 17453 11386
6802 8800 19158
29207 8169 3800
22840 20145 24246
19991 8323 24704
2227 19427 21778
29488 7842 15274
28534 15879 28678
18212 22986 22414
27243 14537 3004
8821 13418 3965
12155 11812 26804
1801 25078 10819
9625 21698 7264
5640 15276 25891
18517 16843 13618
28533 355 10881
372 16388 15490
17854 14327 4326
21684 8717 9132
26155 4273 28679
16535 2651 8526
26251 11842 25793
3214 8029 9620
18793 1053 26905
12096 23899 1249
12470 11023 15427
29735 8901 7589
15741 27924 638
5174 16513 21862
10679 5974 6232
23112 14925 17677
3248 14465 12684
7626 29182 24513
8474 29061 12150
23003 3887 9405
10838 8808 6856
20446 12850 3726
21585 5337 4362
14571 29543 7077
16270 19633 26042
17577 6074 15527
5272 13427 22202
20510 14009 1956
19729 12766 19812
11330 9085 17489
12673 20626 24414
26209 15834 21968
1284 19627 21122
7890 14223 25832
21820 7779 11279
9445 19510 26246
1240 22241 11382
22308 14276 13626
20144 28811 12784
19936 4457 7812
26301 15104 15223
20888 26526 16125
28922 2584 25181
1127 22033 5790
26444 10886 27948
29439 21427 25159
212 5619 28403
12224 22162 5477
18282 4473 1700
27888 2279 10362
20111 15559 16727
9519 16815 11630
23620 12551 26497
21329 4289 8372
11298 3754 1592
3181 2443 22272
15375 24556 15999
26138 10084 19919
2098 4392 6683
15237 7060 20984
12565 14267 12220
29642 29882 24554
12553 27048 17022
1573 28387 24597
20654 22168 17676
12471 19826 19270
17293 22487 9476
26013 19129 17029
28023 17723 14888
6239 671 17951
29855 21950 28598
24019 9060 23220
24254 12042 4603
6093 11088 15591
12246 5804 3761
23474 19798 26769
23516 16237 24895
14769 946 16650
11302 11784 15228
16082 29131 27195
16339 13061 22999
21156 26085 14453
5871 20938 5753
1441 17355 25839
10380 16111 17201
4208 8485 26285
20647 10104 18583
22769 7228 24009
8396 853 20801
10128 877 6710
18126 7779 29080
10249 15829 15919
14523 26692 20261
14280 22014 29073
1938 2570 26396
12364 18231 11023
21234 22266 19446
4144 29859 1068
11294 27063 23167
7499 16141 28244
4741 7059 1722
15710 8439 6553
26650 22523 23162
3686 11137 29280
18616 6354 25153
24899 2781 9117
4943 19737 15966
28686 29337 29945
22922 4901 14853
26102 10349 16719
157 25441 11089
22597 17420 22387
24370 7139 19752
12553 20090 13659
10118 16901 4019
6385 18545 14884
10844 13434 20182
2663 8079 28403
13581 25762 11357
24465 11321 23381
23477 5484 6893
28684 28656 3216
29726 21534 21775
2546 16559 19534
6663 15563 18330
3169 7627 5455
25179 4794 14678
8266 5416 17273
8219 12376 19823
25409 14418 13282
18108 18860 17705
21991 23488 27
13438 14303 20932
6346 913 1005
29640 474 5547
27619 9882 18650
3794 9705 17500
1577 21798 4685
13774 26313 17715
23910 13702 1821
17614 27275 24203
6809 3426 29931
5200 25615 20274
2272 24489 4207
28445 25396 29488
27839 19884 6468
8882 6452 26934
1481 22775 25655
12899 18710 19065
18091 25143 2178
3266 10006 29928
29003 13296 17780
25560 28284 14287
29694 22358 11763
22093 8788 6531
5020 19971 11290
24629 5062 882
15405 10576 16619
24177 601 25850
4649 4886 22231
12577 14659 5694
28915 9268 5181
2665 14053 891
1769 25418 23650
26603 19138 29310
3010 17517 2033
28105 20268 8173
14290 3114 8986
4738 19634 14961
18114 27712 23673
5358 27967 1867
15269 2761 12701
15311 7269 28109
5556 26131 13973
27810 26425 11645
1771 10592 9063
14754 642 15169
28934 27566 25063
22594 7930 15643
5958 17624 19097
28908 18080 10303
18946 11975 25717
19707 17426 24481
11743 5005 23047
21550 17964 5859
29195 19325 29625
17383 29681 17794
3019 18594 23765
16912 10944 19295
27667 28257 13406
19860 9138 26549
17732 11841 26728
8123 23399 29082
29858 25292 22366
11197 6465 13486
14572 1801 8385
1902 4785 7180
15726 2071 28774
28611 9124 15358
4232 27015 780
7632 16056 1666
15536 11311 21350
1677 4103 1247
27448 4269 23354
11682 16120 1657
15200 22276 8204
1144 1078 29886
6204 6147 3436
659 14534 7028
6370 13394 19102
11252 19466 24583
5792 11654 23495
5995 25688 18666
26449 29309 4939
16591 10912 7097
22897 3705 9721
16587 6976 10772
24016 5589 18007
6097 10008 9949
9188 23757 7449
3214 23964 10300
25786 18069 16479
21378 16349 3124
24877 8875 16037
5747 28661 26470
7454 2035 20174
19776 11986 4682
5972 20229 23743
17604 20380 17834
1664 9465 14629
13364 14031 14040
6752 22385 11527
9890 4476 13277
16965 11168 19898
5428 19187 13146
19769 24807 493
7264 1104 27447
12942 11788 12639
29009 21186 26415
4263 6892 19841
13519 13272 20544
5230 18337 11397
18291 640 26691
3467 15189 15051
11870 8949 21263
11778 7703 13896
23016 28646 20588
12516 12838 4936
4484 18991 12957
15207 5185 7259
9243 870 3557
12615 3417 486
28443 17259 13745
505 24920 16636
17769 12259 15267
8349 5923 18923
5151 24445 21674
17380 742 12560
25270 6782 8489
6842 4853 14107
5098 16325 8708
2084 25837 23501
22409 22181 4649
1643 2615 1127
3616 11964 3700
9268 23295 12672
5554 1507 14404
3435 11074 1509
27821 18058 9577
15236 20085 2161
16739 28449 109
28072 29012 20908
10800 4254 7549
2006 28193 10367
16490 26256 8594
28608 11549 2244
14997 19024 19599
17169 21446 9835
20474 9234 6510
27902 27856 19828
29219 22489 27048
15735 8851 7980
7630 25660 1717
23206 27979 959
28168 9239 16989
4055 9049 14473
4157 19045 15312
18458 18009 13536
16423 9711 6229
18561 509 19120
1341 25838 28895
14228 28702 1588
6432 849 26393
25771 5534 26500
7344 20312 17418
10985 16439 11714
15060 8370 11836
27347 25866 28794
22693 25919 15569
25955 3 11950
11534 7845 8796
5585 27873 6749
6980 13596 25486
1040 509 2363
20558 29717 17015
9758 22706 3540
15732 2564 19418
25590 29999 28665
3882 18888 16422
26688 17336 1631
13463 4943 22067
17639 7441 19988
19326 25657 5561
27067 25007 23813
7995 12910 19306
1327 8996 1976
26640 23663 15440
19315 20661 4165
23097 12154 16355
12549 23314 5775
7140 9142 12190
23107 8335 29576
18793 9128 6701
13273 29278 15655
4996 10224 28620
16835 1892 7838
16716 27707 18889
1689 12255 15101
2887 23486 19608
21062 16772 17017
28621 28746 28395
21420 21707 14939
19790 11759 17266
3830 20777 20090
14700 18348 18381
69 593 7386
28489 22959 8447
28937 1922 12759
18261 15851 10257
18262 5106 598
11845 8354 20007
9555 13943 9053
11272 17704 22234
3507 17390 3335
8113 12855 10226
513 26073 24422
28581 1125 11805
4402 26987 2226
3720 1740 5269
15787 28787 16756
13034 17156 8297
24760 1214 5069
22026 6784 19277
29606 24176 21675
19417 13082 8391
28629 2042 6384
29220 40 2551
7986 5551 27061
7043 10650 12378
11866 21454 8068
1643 6000 11003
10965 8528 11350
15187 2957 21577
856 172 29239
9636 19235 10928
14929 4515 11369
22496 12369 17188
351 11530 9789
22681 23527 3262
26691 9236 1673
24662 15795 11425
18936 18058 16588
1387 21519 26566
10508 1764 20792
22927 7171 1043
410 9171 25785
28038 26305 5183
17484 26832 17298
20763 18843 23124
2638 292 20978
22386 4515 1832
4446 20053 29595
27788 19326 21977
3530 17628 2969
23804 14792 6237
28871 6369 11398
284 8803 28847
28606 16771 9274
21673 13631 371
19607 26623 2840
28451 563 2379
12550 12886 6015
9821 18648 24323
8335 9995 1694
3261 9722 28924
10718 27192 4303
9164 16526 13474
17412 6264 1283
8278 25830 14318
10714 12417 24810
6544 11162 7336
25391 19167 13233
7059 24699 3132
29205 21081 25252
13457 16966 3498
22741 21654 1415
22799 1970 318
20439 15344 5965
7772 13376 2720
22547 5692 29098
23733 18480 23777
5978 16677 22447
27773 19280 9654
6273 7749 22675
5498 5055 21318
19638 19414 7569
24909 23187 16107
16681 9028 15190
10154 20668 682
15212 15707 29459
26636 5490 26911
9651 15913 23617
23033 4628 13573
29227 9789 22868
5271 18193 28776
19614 16450 13920
6718 18506 21919
6331 8797 3525
14418 19350 12981
21360 6492 15393
27733 26479 15207
5387 13717 17691
8466 24239 11197
11244 54 21941
27522 5058 17754
17346 9628 22027
16125 13399 12520
8772 26865 3914
14858 15194 2276
20371 2379 28549
28117 22138 4746
17694 10398 4545
8629 8720 879
1497 9001 4683
25742 29734 10004
1444 923 19787
351 15821 2571
4095 4854 21531
5606 24778 3631
22870 14197 3209
12091 14358 13291
2346 12574 23309
1315 23625 3508
14208 4050 5999
664 8365 17074
7560 13194 1152
14031 990 6450
13385 28621 15522
10275 12161 23480
14428 17027 27589
22284 14882 25572
3013 14266 10950
2805 19594 4911
29663 19765 27553
21824 10849 14750
12791 20773 8490
15764 29320 9315
5440 11736 17338
9421 10419 18367
7294 11036 5008
26514 7645 3672
25653 25524 4566
11679 9263 28605
13664 5032 1071
9351 7701 7451
7474 26017 4022
9942 14620 6353
9283 3550 23679
6090 15854 29628
14006 12241 26425
1754 18180 15484
23491 3068 13472
91 3094 26147
25054 1592 6286
26825 7333 18971
18093 23635 6603
25967 11041 15036
21507 6790 15548
21428 8942 28799
22954 1106 29776
20063 25901 20185
9374 21410 13608
18629 22732 1923
7199 24204 1233
19658 27979 16688
27186 7752 3583
18797 6108 4309
17065 22280 25059
22237 27078 13513
4823 15909 20791
15964 6630 20666
15151 2847 22230
19603 10695 22263
23992 10475 2165
16439 13030 16145
16594 4750 16898
17238 21303 1363
4227 25493 25572
8625 21062 2341
23389 21119 7291
20580 10722 6552
10121 4281 17656
6205 1801 21943
23840 17882 17582
17056 12288 5621
28280 4755 5110
5614 29615 6972
2220 28041 7286
23395 1488 5849
9313 13343 13769
15112 1736 14628
28651 10089 14481
1326 7711 24150
10289 22976 10495
14286 21683 18348
23092 147 13077
1953 24286 2041
8516 28568 910
16742 26040 23303
1664 25427 23363
28111 22145 5890
25122 3936 18115
6172 20175 6858
2861 26499 14350
17094 5762 25573
4287 22758 24968
16419 8127 28022
19186 7858 15425
15704 17702 16319
335 21323 18031
3848 1127 12849
13188 23345 16424
11731 23518 5409
13968 8178 13927
15390 27656 27273
22612 7915 11902
28526 24335 26879
14698 22399 23258
22372 19549 1769
9352 18729 18372
24839 1514 20018
1080 20108 15149
5269 18498 5285
3608 27597 11285
4268 23155 3874
2772 13114 10797
5249 20587 19181
6753 21628 7922
6474 4243 23925
570 4148 1245
17309 11437 26549
4011 15817 8390
19849 14866 4546
6533 4236 13005
12250 11142 24371
2596 22115 14547
27596 20930 5440
3273 25676 12063
20645 25773 12781
2813 5802 15707
17451 20575 7614
13687 21019 27443
3986 1084 23626
24869 26625 8690
5042 10404 9779
24509 10940 23632
870 16431 11245
15151 15155 16677
9401 18650 29980
7956 185 16149
24000 29501 29270
5388 11718 8280
26691 21806 9030
14025 3517 9486
4947 21211 707
21057 7878 5609
15196 3158 15815
7043 20368 3815
12569 16111 17560
22477 2896 23625
22017 3172 5845
11021 23563 12366
1515 14618 1555
8430 11912 4234
24227 4076 4068
11929 13780 14918
3575 3039 12528
15092 20003 5409
19668 14716 26855
26122 12926 5931
14418 10789 9823
21011 6698 4773
17835 23728 463
21759 5958 19943
25009 18930 7136
21566 23695 2804
26654 13872 15480
22187 23973 29816
14887 28421 25005
5728 795 29746
19993 10142 19248
20205 376 10869
4668 17573 14613
8076 17326 26449
16717 20854 5929
5120 15087 9204
26039 8642 993
